FILE NAME,SITE NAME,SITE CODE,COUNTRY,CONTRIBUTOR (ABBREVIATED),CONTRIBUTOR (FULL),CONTRIBUTOR WEBSITE,CONTRIBUTOR CONTACT,ORGINATOR,ORIGINATOR WEBSITE,ORIGINATOR CONTACT,LATITUDE,LONGITUDE,COORDINATE SYSTEM,START DATE/TIME,END DATE/TIME,NUMBER OF YEARS,TIME ZONE HOURS,DATUM INFORMATION,INSTRUMENT,PRECISION,NULL VALUE,GAUGE TYPE,OVERALL RECORD QUALITYDATA COMPLETENESS BETWEEN 2013-2018,
ambon-133b-idn-uhslc,Ambon,133B,IDN,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,-3.638,128.2,Unspecified,2008-10-01 6:00,2018-12-31 23:00,10,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.11
halmstad_sjov-35115-swe-smhi,Halmstad_Sjov,35115,SWE,SMHI,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,56.6488,12.8358,Unspecified,2009-04-23 9:15,2021-04-15 0:00,13,0,RH 2000 (Swedish National Height System 2000),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.09
muscat-110b-omn-uhslc,Muscat,110B,OMN,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,23.628,58.565,Unspecified,2009-12-10 15:00,2018-12-31 11:00,10,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.08
mombasa-101a-ken-uhslc,Mombasa,101A,KEN,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,-4.07,39.657,Unspecified,1986-06-17 10:00,2018-12-31 23:00,32,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.07
bluff-072a-nzl-uhslc,Bluff,072A,NZL,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, 1997\u2013present  Land Information New Zealand  New Zealand; 1984\u20131988  Royal New Zealand Navy  Hydrographic Office  New Zealand ,Unspecified,Unspecified,-46.6,168.35,Unspecified,1984-10-01 0:00,2018-12-31 10:00,27,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.07
cap_aux_meules-1970-can-meds,Cap_Aux_Meules,1970,CAN,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,47.38,-61.86,Unspecified,1964-03-01 5:00,2021-02-28 23:00,37,0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.06
rosslyn_bay-330a-aus-uhslc,Rosslyn_Bay,330A,AUS,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Tidal Centre (NTC)  Bureau of Meteorology (BOM)  Australia ,Unspecified,Unspecified,-23.162,150.79,Unspecified,1993-03-17 14:00,2018-12-31 23:00,26,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.05
la_rochelle_la_pallice-34-fra-refmar,La_Rochelle_La_Pallice,34,FRA,REFMAR,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,46.15850067,-1.22064996,Unspecified,1941-05-18 23:00,2020-10-01 10:00,44,0,Zero Hydrographique,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.01
eckernfoerde-eck-deu-cmems,Eckernfoerde,Eck,DEU,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_052,instacco@ifremer.fr,Bundesamt für Seeschifffahrt und Hydrographie (BSH),www.bsh.de,cmems-service@smhi.se,54.474701,9.8360996,Unspecified,2011-01-27 16:15,2020-12-17 7:30,10,0,DHHN92,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,97.98
funafuti-025b-tuv-uhslc,Funafuti,025B,TUV,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Tidal Centre (NTC)  Bureau of Meteorology (BOM)  Australia ,Unspecified,Unspecified,-8.503,179.21,Unspecified,1993-03-24 1:00,2018-12-31 23:00,26,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,97.98
lyttelton-667a-nzl-uhslc,Lyttelton,667A,NZL,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Land Information New Zealand  New Zealand ,Unspecified,Unspecified,-43.6,172.717,Unspecified,1994-05-24 5:00,2018-12-31 11:00,25,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,97.82
frederikshavn-fre-dnk-cmems,Frederikshavn,Fre,DNK,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_059,instacco@ifremer.fr,Danish Meteorological Institute (DMI),www.dmi.dk,cmems-service@smhi.se,57.4333,10.5667,Unspecified,2005-01-01 0:00,2020-12-17 7:50,16,0,DVR90,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,97.77
workington-wor-gbr-bodc,Workington,WOR,GBR,BODC,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,54.650722,-3.567167,UK National Grid ,1992-01-01 0:00,2021-07-31 23:45,30,0,Admiralty Chart Datum (ACD) ,bubbler,0.001 (m) ,-99.9999,Coastal,No obvious issues,97.76
bar_harbor-8413320-usa-noaa,Bar_Harbor,8413320,USA,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,44.392194,-68.204278,Unspecified,1947-01-01 1:00,2021-07-31 23:00,74,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,97.75
bay_waveland_yacht_club-8747437-usa-noaa,Bay_Waveland_Yacht_Club,8747437,USA,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,30.325,-89.325,Unspecified,1978-01-01 1:00,2021-08-31 23:00,37,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,97.7
hinkley_point-hin-gbr-bodc,Hinkley_Point,HIN,GBR,BODC,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,51.21525,-3.134472,UK National Grid ,1990-01-01 0:00,2021-07-31 23:45,31,0,Admiralty Chart Datum (ACD) ,bubbler,0.001 (m) ,-99.9999,Coastal,No obvious issues,97.69
pensacola_fl-762a-usa-uhslc,Pensacola_FL,762A,USA,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,Unspecified,Unspecified,30.403,-87.213,Unspecified,1923-05-01 6:00,2018-12-31 23:00,96,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,97.69
port_isaac-pti-gbr-cco,Port_Isaac,PtI,GBR,CCO,Coastal Channel Observatory,https://coastalmonitoring.org/realtimedata/,cco@channelcoast.org,Coastal Channel Observatory,https://coastalmonitoring.org/realtimedata/,cco@channelcoast.org,50.59419,-4.83437,UK National Grid ,2010-07-01 0:00,2021-02-28 23:50,12,0,Ordnance Datum Newlyn (ODN),Etrometa step gauge,Unspecified,-99.9999,Coastal,No obvious issues,97.67
sete-250-fra-refmar,Sete,250,FRA,REFMAR,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,43.397633,3.699105,Unspecified,1956-04-23 7:00,2021-01-01 0:00,26,0,Zero Hydrographique,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,97.66
portu_prince-799a-hti-uhslc,Portu_Prince,799A,HTI,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,18.567,-72.35,Unspecified,2011-11-30 21:00,2018-12-31 23:00,8,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,97.62
johnston-052a-usa-uhslc,Johnston,052A,USA,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,16.738,-169.53,Unspecified,1947-05-01 11:00,2018-12-31 23:00,69,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,97.58
port_chalmers-669a-nzl-uhslc,Port_Chalmers,669A,NZL,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Land Information New Zealand  New Zealand ,Unspecified,Unspecified,-45.817,170.65,Unspecified,1985-06-11 3:00,2018-12-31 11:00,27,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,97.48
rohukula-roh-est-cmems,Rohukula,Roh,EST,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_150,instacco@ifremer.fr,MSI,www.msi.ttu.ee,cmems-service@smhi.se,58.9049,23.424801,Unspecified,2009-11-30 0:00,2020-12-17 7:00,12,0,BHS77,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,97.48
valparaiso-081a-chl-uhslc,Valparaiso,081A,CHL,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Servicio Hidrografico y Oceanografico de la Armada (SHOA)  CHL ,Unspecified,Unspecified,-33.027,-71.627,Unspecified,1944-01-02 4:00,2018-12-31 23:00,70,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,97.35
masirah-113a-omn-uhslc,Masirah,113A,OMN,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,20.687,58.872,Unspecified,1996-12-07 15:00,2018-12-31 23:00,22,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,97.34
caddadup-dvcad01-aus-bom,Caddadup,DVCAD01,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Western Australia Department of Transport,https://www.transport.wa.gov.au,contact.centre@transport.wa.gov.au,-32.609444,115.643056,GDA,1994-09-16 3:00,2019-12-31 15:55,26,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,97.26
port_louis-103c-mus-uhslc,Port_Louis,103C,MUS,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,-20.155,57.495,Unspecified,1986-08-01 0:00,2018-12-31 23:00,33,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,97.22
sibolga-122b-idn-uhslc,Sibolga,122B,IDN,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,1.75,98.767,Unspecified,2005-04-25 9:00,2018-12-31 23:00,14,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,97.13
village_cove-9464212-usa-noaa,Village_Cove,9464212,USA,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,57.125278,-170.285278,Unspecified,2002-01-01 1:00,2021-07-31 23:00,17,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,97.07
prickley_bay-789a-grd-uhslc,Prickley_Bay,789A,GRD,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,12.005,-61.765,Unspecified,2011-05-10 20:00,2018-12-31 23:00,8,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,97.04
shediac_bay-1805-can-meds,Shediac_Bay,1805,CAN,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,46.23,-64.55,Unspecified,1971-11-20 5:00,2021-04-06 13:00,41,0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,97.02
santa_marta-738a-col-uhslc,Santa_Marta,738A,COL,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA in collaboration with Instituto de Hidrologia  Meteorologia y Estudios Ambientales  Ministerio de Medio Ambiente  Colombia ,Unspecified,Unspecified,11.235,-74.222,Unspecified,2012-10-01 0:00,2018-12-31 23:00,7,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,96.77
ajaccio_aspretto-300-fra-refmar,Ajaccio_Aspretto,300,FRA,REFMAR,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,41.92279816,8.76284981,Unspecified,1981-07-25 23:00,2020-12-31 5:00,25,0,Zero Hydrographique,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,96.74
almeria-alm-esp-cmems,Almeria,Alm,ESP,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_593,instacco@ifremer.fr,Puertos del Estado (Spain),http://www.puertos.es/,mar@puertos.es cmems-service@puertos.es,36.830002,-2.4779999,Unspecified,2006-01-01 15:00,2021-01-31 23:00,16,0,Harbour Local Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,96.74
jurien_bay-jujur01-aus-bom,Jurien_Bay,JUJUR01,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Western Australia Department of Transport,https://www.transport.wa.gov.au,contact.centre@transport.wa.gov.au,-30.2872,115.0428,GDA,1991-04-24 2:15,2019-12-31 15:55,29,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,96.7
acajutla-082c-slv-uhslc,Acajutla,082C,SLV,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,13.573,-89.838,Unspecified,2010-08-19 21:00,2018-12-31 23:00,9,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,96.68
groote_eylandt-145a-aus-uhslc,Groote_Eylandt,145A,AUS,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Tidal Centre (NTC)  Bureau of Meteorology (BOM)  Australia ,Unspecified,Unspecified,-13.86,136.417,Unspecified,1993-09-22 8:00,2018-12-31 23:00,26,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,96.65
laspalmas-las-esp-cmems,LasPalmas,Las,ESP,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_647,instacco@ifremer.fr,Puertos del Estado (Spain),http://www.puertos.es/,mar@puertos.es cmems-service@puertos.es,28.141001,-15.412,Unspecified,1992-07-01 5:00,2021-01-31 23:00,30,0,Harbour Local Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,96.57
mar_del_plata-729b-arg-uhslc,Mar_del_Plata,729B,ARG,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,-38.035,-57.53,Unspecified,2010-03-24 1:00,2018-12-31 23:00,9,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,96.56
nain-833a-can-uhslc,Nain,833A,CAN,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Marine Environmental Data Service  Department of Fisheries and Oceans  Canada ,Unspecified,Unspecified,56.55,-61.683,Unspecified,1963-10-17 5:00,2018-12-31 23:00,41,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,96.54
lowestoft-low-gbr-cmems,Lowestoft,Low,GBR,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_653,instacco@ifremer.fr,National Oceanography Centre (United_Kingdom),http://noc.ac.uk/ http://www.puertos.es,ljr@bodc.ac.uk cmems-service@puertos.es,52.466702,1.75,Unspecified,1990-01-01 2:00,2021-01-31 23:00,32,0,Admiralty Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,96.51
portpatrick-por-gbr-cmems,Portpatrick,Por,GBR,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_676,instacco@ifremer.fr,National Oceanography Centre (United_Kingdom),http://noc.ac.uk/ http://www.puertos.es,ljr@bodc.ac.uk cmems-service@puertos.es,54.8424,-5.1188998,Unspecified,1990-07-09 16:00,2021-01-31 23:00,32,0,Admiralty Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,96.47
zanzibar-151a-tza-uhslc,Zanzibar,151A,TZA,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,-6.155,39.19,Unspecified,1984-03-01 10:00,2018-12-31 23:00,35,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,96.46
broome-166a-aus-uhslc,Broome,166A,AUS,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Tidal Centre (NTC)  Bureau of Meteorology (BOM)  Australia ,Unspecified,Unspecified,-18.002,122.218,Unspecified,1986-07-12 2:00,2018-12-31 23:00,32,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,96.38
mikuni-gs12-jpn-jodc_giaj,Mikuni,GS12,JPN,JODC_GIAJ,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Geospatial Information Authority of Japan,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,36.25445,136.1488833,Unspecified,1966-12-31 15:00,2019-12-31 14:00,53,0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,96.32
castletownbere_port-cas-irl-mi_c,Castletownbere_Port,CAS,IRL,MI_C,Marine Institute,https://erddap.marine.ie/erddap/tabledap/IrishNationalTideGaugeNetwork.html,datarequests@marine.ie,Marine Institute,https://erddap.marine.ie/erddap/tabledap/IrishNationalTideGaugeNetwork.html,datarequests@marine.ie,51.6496,-9.9034,Unspecified,2006-12-06 14:15,2021-09-16 15:25,16,0,Malin Ordnance Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,96.28
mahon-mah-esp-cmems,Mahon,Mah,ESP,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_654,instacco@ifremer.fr,Puertos del Estado (Spain),http://www.puertos.es/,mar@puertos.es cmems-service@puertos.es,39.893002,4.2705598,Unspecified,2009-10-29 21:00,2021-01-31 23:00,13,0,Harbour Local Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,96.1
hilo_hawaii-060a-usa-uhslc,Hilo_Hawaii,060A,USA,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,Unspecified,Unspecified,19.733,-155.067,Unspecified,1927-01-22 10:00,2018-12-31 23:00,79,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,96.03
